SeniorCitizen,tenure,MonthlyCharges,TotalCharges,revenue_per_month,num_services,gender_Female,gender_Male,Partner_No,Partner_Yes,Dependents_No,Dependents_Yes,PhoneService_No,PhoneService_Yes,MultipleLines_No,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_Yes,TechSupport_No,TechSupport_Yes,StreamingTV_No,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaperlessBilling_No,PaperlessBilling_Yes,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group_0-1yr,tenure_group_1-2yr,tenure_group_2-4yr,tenure_group_4-5yr,tenure_group_5+yr,tenure_group_nan
-0.04868159685339471,-0.0833745090701147,0.18731155457686297,-0.042310442289717316,0.12930816531973557,0.0025145845014375445,0.0162402535617716,0.016612730214687302,-0.04873143357247915,-0.05486224796195263,-0.1667923002130515,-0.15747663784137125,0.007605973072577016,0.008627779523086743,0.00570757972335692,0.007432190653274662,0.08810254181076882,0.2563278208564935,0.0862110836985247,0.12817157087542863,0.14062563715443738,-0.02107587536079074,-0.022334596851457042,0.018943467626074108,0.013719688095712442,-0.13752105723727998,-0.16045283075629277,0.06921678640844134,0.07697510427396317,0.06517094000847462,0.06402474469638555,-0.38770262041115,-0.036465319923628725,-0.5597320669556506,0.0967616558759476,0.09584660420294172,0.05653566674629378,-0.20496891073358903,-0.18914227462042257,-0.0031854506692088475,0.0005128829079113495,-0.00034067860575238973,0.037779093925486555,0.0388085375757502,-0.30044625058789437,0.0
-0.05021406880827799,0.34863827488734556,0.4704944195525105,0.11572051788801693,0.4065592081032902,0.06731523938842385,0.018054505955145208,0.018304992053332046,0.05294978438808871,0.059320049758905646,0.05113298921668155,0.047269397279972133,0.014012606709521314,0.014995891849535203,0.054847153101095975,0.061144796053953884,0.14845869787518484,0.38851491685885076,0.23531477875321105,0.036244335606848366,0.031804683389263705,0.01626998488258733,0.017532694363527508,0.013670581674953785,0.01291595396702358,0.041791871111239276,0.04840283814227092,0.15996035998771768,0.16864860163598214,-0.0613651242964488,-0.06221897668563689,0.06100299212482696,0.0035557860529564465,0.0236722373909386,0.10483848926800773,0.09866937267783049,0.048529338116145924,0.053500232203373604,0.2824503380355619,0.04166983741781197,0.3523069117464726,0.005768126676790469,0.03503473689246986,0.030587468538409362,0.04048843205722613,0.0
-0.032442541434190286,-0.5411234858541999,-0.11115800657360206,-0.23601790427398783,-0.060859446627053504,-0.10986553747062777,-0.017323760476783016,-0.01780186109058883,-0.05655964687157015,-0.06517127888559873,-0.15484732644043872,-0.14482935596843285,0.11158819574265141,0.1076332787981048,-0.02929124074501488,-0.03183451556606636,-0.03348442034595477,-0.0968017325741437,0.039901535339672,-0.11153930989213617,-0.10896106168272343,-0.027011504685640217,-0.03129488492076353,-0.01994557166576337,-0.01727027505653813,-0.10506656723609417,-0.12163599412353601,-0.13654705502609,-0.14591679098818988,0.0922636705634155,0.0907560922494883,-0.23586639294927325,0.0061721570328346145,-0.43265770802858794,0.18346663389613477,0.1789863771979705,0.06123883315919855,0.0953389345635463,-0.09853587404891984,-0.10854721031591537,-0.14153208471041698,-0.027480133010834337,-0.0009266687840472354,0.005292387941065211,-0.37849125094661845,0.0
0.30047339740004303,-0.12724501058989854,0.1608545366810298,-0.046036586806331124,0.08610303098479916,-0.09902415721685512,0.01719324156080646,0.01764278320555266,-0.05801875733647827,-0.06237898112631607,0.09916593671620119,0.09233486774745014,-0.003995018993946886,-0.00293674133873445,0.018031680905813058,0.01822883862416569,0.0698790390499158,0.24691950499982906,-0.005092123672841176,-0.16081775149307706,-0.16007579055938412,-0.02826349256784559,-0.030984156780555064,-0.017164664066242848,-0.014663360150976891,-0.15413672637919362,-0.17924681724956762,-0.1378606906812606,-0.1400015791283555,-0.11210668730753676,-0.12257518253182896,-0.41664214451946635,-0.11293259473937876,0.24544313527092032,-0.2459820270438453,-0.23556027834447,0.09269469513289895,0.10261629952526477,0.4231978606067133,0.04160475668849138,-0.02410511665695947,0.003094598900510351,0.03883465565629743,-0.15923862183428875,0.22942757071865358,0.0
0.3338851488324664,0.009073295303101997,-0.03435284033707428,0.061784051835205765,0.017619226902451296,0.03414897338861045,-0.01783196866444666,-0.018060792267673556,0.06420422188110309,0.07515964362777472,0.05597399857588517,0.0519104492944191,-0.023691756734287486,-0.022138325396639513,0.035146340402207626,0.03827829373291901,-0.1011696674146469,-0.2376929065758675,0.20164838679468727,0.08392453205233769,0.08465990857736584,-0.03101853686498579,-0.03876751020378216,0.009480761093105229,0.008525577493098076,0.08536378119516813,0.09929664016456785,-0.050541349039706474,-0.05398163812923763,-0.037645741739306626,-0.04257897060517003,0.2434918968912907,0.027001471278419217,0.07681166942577344,-0.20665611045641974,-0.20314140860974228,0.022822626978014515,-0.23401635177718605,-0.20189898690494784,0.022795199406985087,-0.2913765248018892,0.01756895085765272,0.019961132895691812,0.020728977772760282,0.12649290365912025,0.0
-0.06524657841571642,0.2844985463025166,0.3496197382158459,0.0936578102946814,0.25081243403153003,0.06405506919634224,-0.0192613590197776,-0.01949538169591472,0.04837348089047288,0.05303851355145109,0.04457410975193979,0.04148488138997891,0.0018679514046323342,0.002957453622989048,-0.00998614500402456,-0.010861494496681445,0.12836984625124132,0.3597802107830218,0.20217693883333993,0.036999463137784516,0.033357345522833926,0.013950993479675556,0.015917505242646887,0.013698234700500373,0.012551848297614472,0.04524746167610527,0.05317389807794576,0.16156950363235112,0.1696989614432751,-0.06425537945523119,-0.06222193872453677,0.08255608644248147,0.009329395793844921,0.04135530258523956,0.10804912366925046,0.10284220015961304,0.04882195101334906,0.05067519197622705,0.2972311892654828,0.04819762513101872,0.3502207344175861,0.006103783254664097,0.0372787682771477,0.026998853154015724,0.012160500965172905,0.0
0.30016555367913444,0.3294742855294861,0.17801054573888594,-0.007028981826017515,0.0027091390030872242,0.0396826183932877,-0.01805583975083757,-0.018500224990887104,-0.07645557354623092,-0.08768649375159387,0.060243843575353756,0.05380965637167749,-0.0023359181323800715,-0.0046090957134733435,-0.02331841893854647,-0.025337362260645875,0.03938988736819184,0.15499766668420112,0.012437720439741562,0.05878808174374878,0.05956464908849432,0.02093363413055964,0.02594645874147837,-0.004497039758935551,-0.0011561229829797973,0.07651399821395327,0.08993269933054726,0.09155975087926319,0.09678895782172517,0.08451744190830446,0.09451329219297833,0.17358793522492855,0.02341148785974549,0.024852970195584745,0.08169963396361571,0.08209776373785016,0.05391999389451778,0.04340383127577552,0.27031818453609563,0.04005141220411982,0.5033055702191944,0.023389232956202335,0.03578885380294149,0.03971541049835585,0.06836174536924902,0.0
-0.0827984235535816,-0.3444523638131384,0.157158192776417,-0.08997143398240617,0.10136226007432936,0.06738952647281937,0.017883311343955047,0.018345550810113485,0.06665604535977546,0.07599566512191411,0.0557795042558655,0.05157439288000168,0.00924621465426928,0.008439751864446843,0.02470383455454571,0.028261614045494113,0.06911768374983467,0.22700139563923505,0.15883899950945196,0.05185127997820871,0.05371650941854944,0.017213946113573783,0.022168903252893606,0.014142846798897291,0.010551631245452206,0.053701806740456826,0.06277091081375605,-0.09734978696976121,-0.10107130489212851,0.11755448161708937,0.12172352962054622,0.44243068615972403,0.07298378762090613,0.18182410725638276,0.08222870514589004,0.07982041739620671,0.05927543260206607,0.062356102891964096,0.29895970062744076,0.0260428623175456,-0.2784757807240667,-0.024506272590869113,0.0202779410902725,-0.18492041984704832,0.07290534415529967,0.0
-0.01739418764551662,-1.1029041492327385,-0.21534168333515755,-0.3496868275727413,-0.14866025988648796,0.0004357070027006388,-0.018677319289210206,-0.01910543823136951,-0.06619089301027112,-0.07411553388692266,-0.15289500064815242,-0.14321690046224386,-0.02010720539262996,-0.01944888006343992,-0.0366195745614834,-0.039820927086453406,0.030232442443237955,-0.07845840098892132,-0.3177676142094379,0.052265562823508915,0.0495310155362412,0.002935125696563441,0.0012585417416619143,-0.00498987870581518,-0.0046501338347222365,0.04443539923510165,0.0528954177172829,-0.03692910816995343,-0.03856218894739845,-0.02995606698663489,-0.030653116757907883,-0.26718294633410655,0.013406762122794234,-0.40574915006533996,-0.1534852664894778,-0.1502091451227331,-0.17661306225485618,0.06527597754422707,-0.07316736479091018,0.03113711201935266,-0.27891782610080346,-0.06152515513180411,-0.014920400283865362,-0.02213200843723818,-0.5259011881384328,0.0
-0.01572739123320129,0.08969012040686034,-0.060221076123921885,0.06470497435013822,-0.034777261854807964,0.013053277557637341,-0.01732620949933387,-0.017678175568941704,0.06182457768157453,0.06699206419159842,-0.18849638377910477,-0.17415923532009994,-0.019023032244826446,-0.01937697252704068,-0.01929889852740213,-0.021213512102001196,-0.08736275087987593,-0.17307852608482133,0.22055826112596816,-0.17828691461058743,-0.187750759154493,0.01129702193839967,0.013258319141094155,0.006137979042245376,0.004254461743834044,0.08299988065382374,0.10003680494577397,-0.03328479278363494,-0.040413353522481904,-0.0427490759075731,-0.0439331018322094,0.3427349281138974,0.05118672411591574,0.19802754403604317,0.18290709405869054,0.17528428830032128,0.024548277168985222,0.06127900335357164,-0.17746697039524767,-0.09596836296799054,-0.3898507627365181,0.010367648552550776,0.01762470943598969,0.017620241188958878,0.050525816040701166,0.0
